RCR;ISIL;LIBELLE
691915201;FR-691915201;ST CYR/MONT D'OR-Bibl. CH
691996201;FR-691996201;ST FONS-Bib. Roger Martin
691996202;FR-691996202;ST FONS-Centre d'arts plastiques
692026201;FR-692026201;STE FOY/LYON-Sedar-Senghor
692042202;FR-692042202;LYON1 ST GENIS-Observatoire
692046201;FR-692046201;ST GENIS LAVAL-Médiathèque
692436201;FR-692436201;TARARE-Médiathèque
692446201;FR-692446201;TASSIN/DEMI LUNE-Médiathèque
692486301;FR-692486301;THIZY-BDP Annexe
692562301;FR-692562301;LYON-ENTPE
692562302;FR-692562302;LYON-Ecole Architecture
692566202;FR-692566202;VAULX EN VELIN-Réseau BM
692566203;FR-692566203;VAULX EN VELIN-BM Paul Éluard
692566204;FR-692566204;VAULX EN VELIN-BM Chassine
692566205;FR-692566205;VAULX EN VELIN-BM Roche
692566206;FR-692566206;VAULX EN VELIN-Bibliobus
692595301;FR-692595301;VENISSIEUX-Carbone Savoie
692596201;FR-692596201;VENISSIEUX-Méd. Lucie Aubrac
692645201;FR-692645201;VILLEFRANCHE-SUR-SAONE-CH
692646201;FR-692646201;VILLEFRANCHE/SAONE-Mediatheque
692662101;FR-692662101;LYON1-BU.Sciences
692662201;FR-692662201;VILLEURBANNE-IPNL
692662205;FR-692662205;VILLEURBANNE-Biologie végéta
692662206;FR-692662206;VILLEURBANNE-Ecol.Eaux douces
692662208;FR-692662208;LYON1 Doua-Observatoire
692662209;FR-692662209;LYON1-BU Sciences Mathématique
692662211;FR-692662211;VILLEURBANNE-Physiol.Neurosens.
692662214;FR-692662214;LYON1-IUT Villeurbanne Doua
692662215;FR-692662215;VILLEURBANNE-Bib. Herbier Lyon 1
692662216;FR-692662216;VILLEURBANNE-Hydrobiologie
692662217;FR-692662217;LYON1-IUT VilleurbanneGratteCiel
692662301;FR-692662301;LYON-INSA
692662302;FR-692662302;VILLEURBANNE-CPE Lyon
692662303;FR-692662303;VILLEURBANNE-ENSSIB-DOUA
692665101;FR-692665101;VILLEURBANNE-URDLA
692665102;FR-692665102;VILLEURBANNE-Archives
692665201;FR-692665201;VILLEURBANNE-IRSTEA
692665301;FR-692665301;VILLEURBANNE-CMTRA
692666201;FR-692666201;VILLEURBANNE-Maison du livre
692669901;FR-692669901;LYON-INSA - Bib. elec.
692669902;FR-692669902;LYON1- Bib.Numérique
692716201;FR-692716201;CHASSIEU-BM
692755301;FR-692755301;DECINES-CNMA
692756201;FR-692756201;DECINES CHARPIEU-Médiathèque
692766201;FR-692766201;FEYZIN-BM
692776201;FR-692776201;GENAS-Médiathèque municipale
692825402;FR-692825402;MEYSIEU-Centre Espéranto
692826201;FR-692826201;MEYZIEU-Méd. F. Mitterrand
692836201;FR-692836201;MIONS-Médiathèque J. Préve
692886201;FR-692886201;ST-LAURENT/MURE-Intercommunale
692906201;FR-692906201;ST PRIEST-Méd. F. Mitterrand
692962301;FR-692962301;SOLAIZE-Service central analyse
692962302;FR-692962302;SOLAIZE-IFPEN
693815101;FR-693815101;LYON-Musée Beaux arts
693815102;FR-693815102;LYON-COSI
693815103;FR-693815103;LYON-DRAC
693815201;FR-693815201;LYON-EN Beaux-Arts
693815301;FR-693815301;LYON-Centre doc. Pignon sur rue
693822201;FR-693822201;LYON-Sources chrétiennes
693822301;FR-693822301;LYON-UCLy BUHDL - Carnot
693822303;FR-693822303;LYON-ISARA
693822306;FR-693822306;LYON-Inst. Pierre Gardette
693822307;FR-693822307;LYON-UCLy BUHDL - Saint-Paul
693825101;FR-693825101;LYON-HCL Doc. Centrale
693825204;FR-693825204;LYON-IREPS
693825206;FR-693825206;LYON-Musée Imprimerie Banque
693825302;FR-693825302;LYON-Centre doc.Missionnaire
693825303;FR-693825303;LYON-Centre St-Irénée
693825304;FR-693825304;LYON-Institut Goethe
693825307;FR-693825307;LYON-Musée historique desTissu
693825308;FR-693825308;LYON-MRE
693825309;FR-693825309;LYON-PRAO
693825310;FR-693825310;LYON-CCI
693825312;FR-693825312;LYON-Bib. Cercle algérianiste
693825405;FR-693825405;LYON-Club alpin français
693835103;FR-693835103;LYON-AFNOR Rhône Alpes
693835301;FR-693835301;LYON-Service doc. du sytral
693835302;FR-693835302;LYON-Arch. Eglise réformée
693835402;FR-693835402;LYON-Fondation Marius Berliet
693836101;FR-693836101;LYON-BM
693836102;FR-693836102;LYON-BM-Coll. Des Fontaines
693836401;FR-693836401;LYON-Communauté urbaine
693842301;FR-693842301;LYON1-INSPE
693845201;FR-693845201;LYON-CRDP
693845203;FR-693845203;LYON-Comp.Nat. du Rhône
693845204;FR-693845204;LYON-Assoc. Livre et Lecture
693845205;FR-693845205;LYON-Lectura Plus
693852301;FR-693852301;LYON-Bibliothèque de l'ECAM
693852302;FR-693852302;LYON-ENSATT
693855101;FR-693855101;LYON-Conservatoire Nat.Région
693855102;FR-693855102;LYON-Archives Municipales
693855103;FR-693855103;LYON-Archives Départementales
693855104;FR-693855104;LYON-ANACT
693855105;FR-693855105;LYON-Musee Gadagne
693855106;FR-693855106;LYON-Institut Cervantès
693855301;FR-693855301;LYON-Centre oecuménique
693855401;FR-693855401;LYON-Musée Fourvière
693865104;FR-693865104;LYON-Musée Guimet histoire nat
693865105;FR-693865105;LYON-Musée d'art contemporain
693865202;FR-693865202;LYON-Jardin botanique
693865402;FR-693865402;LYON-Société linnéenne
693872101;FR-693872101;LYON-BDL-LSHS
693872102;FR-693872102;LYON3-Bibliothèques
693872103;FR-693872103;LYON2-BU Chevreul
693872104;FR-693872104;LYON1-Gerland
693872201;FR-693872201;LYON2-Maison Orient méditerran
693872205;FR-693872205;LYON-Sciences Po
693872207;FR-693872207;LYON-IAO
693872208;FR-693872208;LYON3-LARHRA
693872215;FR-693872215;LYON2-IETL
693872218;FR-693872218;LYON-Inst histoire christianisme
693872225;FR-693872225;LYON-CERCRID
693872302;FR-693872302;LYON-ITECH
693872304;FR-693872304;LYON-BDL-Sciences
693872306;FR-693872306;LYON-BDL-CDR
693872307;FR-693872307;LYON-BDL-Fonds slaves
693872308;FR-693872308;LYON-MSH Lyon Saint-Etienne
693872309;FR-693872309;LYON-LAET
693872310;FR-693872310;LYON-Centre Max Weber
693872311;FR-693872311;LYON-CIHAM
693872312;FR-693872312;LYON-TRIANGLE
693875101;FR-693875101;LYON-Centre doc. Jean Bergeret
693875102;FR-693875102;Lyon-CHRD
693875103;FR-693875103;LYON-Bibliothèque militaire
693875203;FR-693875203;LYON-BDL-LARHRA
693875301;FR-693875301;LYON-C.Tech.Cuir chaussure mar.
693875302;FR-693875302;LYON-Bib. Musée africain
693875401;FR-693875401;LYON-Agence régionale IST
693875405;FR-693875405;MEYZIEU-Gambro industries
693879901;FR-693879901;LYON-BDL-Bib. électronique
693879902;FR-693879902;LYON3-Bib. électronique
693882101;FR-693882101;LYON1-BU Santé
693882205;FR-693882205;LYON1-Médecine du travail
693882206;FR-693882206;LYON1-Dép. Médecine expéri
693882213;FR-693882213;LYON1-BU Santé Odontologie
693882301;FR-693882301;LYON-Ecole Infirmières ASS.
693885201;FR-693885201;LYON-Centre Léon Bérard-Bibl
693885301;FR-693885301;LYON-C.Int.Rech.Cancer
693885403;FR-693885403;LYON-Institut Lumière
693892301;FR-693892301;LYON-Ecole Santé Social SudEst
693892302;FR-693892302;LYON - CNSMD
701206201;FR-701206201;CHAMPAGNEY-BM
701225101;FR-701225101;CHAMPLITTE-Musée des arts pop.
702795101;FR-702795101;GRAY-Musee Baron Martin
702796201;FR-702796201;GRAY-BM
702856201;FR-702856201;HERICOURT-Bib. F. Mitterrand
703106201;FR-703106201;LURE-BM F.Mitterand
703116201;FR-703116201;LUXEUIL-LES-BAINS-BM
705502201;FR-705502201;VESOUL-BU
705505102;FR-705505102;VESOUL-Archives Départementale
705506201;FR-705506201;VESOUL-BM
705506301;FR-705506301;VESOUL-MDP
710095401;FR-710095401;ANOST-Mémoires vives
710145201;FR-710145201;AUTUN-Bib. Société éduenne
710145202;FR-710145202;AUTUN-Musée Rolin
710146101;FR-710146101;AUTUN-BM
710736201;FR-710736201;CHAGNY-BM
710762201;FR-710762201;CHALON-SUR-SAONE-IUT
710766101;FR-710766101;CHALON/SAONE-BM
711056301;FR-711056301;CHARNAY/MACON-BDP Saône Loire
711066201;FR-711066201;CHAROLLES-BM
711372301;FR-711372301;CLUNY-Arts et Métiers
711375101;FR-711375101;CLUNY-Musée d'art et archéo.
711375102;FR-711375102;CLUNY-Bibliothèque Constable
711375103;FR-711375103;CLUNY-Espace K.J. Conant
711376201;FR-711376201;CLUNY-BM
711532101;FR-711532101;DIJON-BU Le Creusot
711535301;FR-711535301;LE CREUSOT-Ecomusée
711535302;FR-711535302;LE CREUSOT-Acad.F.Bourdon
711536201;FR-711536201;LE CREUSOT-Médiathèque
711766201;FR-711766201;DIGOIN-BM
711906201;FR-711906201;EPINAC-Médiathèque Néruda
712046401;FR-712046401;FRAGNES-Bib. intercommunale
712306201;FR-712306201;GUEUGNON-Bib. Pays de Gueugnon
712636201;FR-712636201;LOUHANS-BM
712702201;FR-712702201;MACON-BU INSPE
712705101;FR-712705101;MÂCON-Archives.dép
712706201;FR-712706201;MACON-BM
712755101;FR-712755101;MARCIGNY-Musee La Tour du Moulin
713066201;FR-713066201;MONTCEAU-LES-MINES-BM
713426201;FR-713426201;PARAY/MONIAL-BM
713606201;FR-713606201;PRISSÉ-BM
714756201;FR-714756201;SAINT REMY-Médiathèque
714866201;FR-714866201;ST VALLIER-BM
715435301;FR-715435301;TOURNUS-Amis Arts et Sciences
715436201;FR-715436201;TOURNUS-BM
720036201;FR-720036201;ALLONNES-BM
721326201;FR-721326201;LA FERTE BERNARD-BM
721545201;FR-721545201;LA FLECHE-Prytanée Militaire
721546201;FR-721546201;LA FLECHE-BM
721805201;FR-721805201;MAMERS-Ecole de musique
721806201;FR-721806201;MAMERS-BM
721812109;FR-721812109;LE MANS-BU
721812202;FR-721812202;LE MANS-Bib. ESGT
721812301;FR-721812301;LE MANS-Inspé Acad. de Nantes
721812302;FR-721812302;LE MANS-TALM Bibliothèque
721815101;FR-721815101;LE MANS-Archives departementales
721815102;FR-721815102;LE MANS-Archives municipales
721815201;FR-721815201;LE MANS-Atelier Canopé
721815203;FR-721815203;LE MANS-Musée de Tessé
721815302;FR-721815302;LE MANS-CCI
721815403;FR-721815403;LE MANS-Bib. Capitulaire
721815405;FR-721815405;LE MANS-Sté Agr.Sciences&Arts
721815406;FR-721815406;LE MANS-Bib. diocésaine
721815407;FR-721815407;LE MANS-Cathedrale Saint-Julien
721816101;FR-721816101;LE MANS-Médiathèque Aragon
721816301;FR-721816301;LE MANS-BDP Sarthe
721819901;FR-721819901;LE MANS-Bib. électronique
722136201;FR-722136201;MULSANNE-BM
722646201;FR-722646201;SABLE SUR SARTHE-BM
722695101;FR-722695101;ST-CALAIS-Musée-Bibliothèque
722696201;FR-722696201;ST CALAIS-BM
723365401;FR-723365401;SOLESMES-Abbaye
723365402;FR-723365402;SOLESMES-Abbaye Sainte-Cécile
730016201;FR-730016201;ALBERTVILLE-BM
730085101;FR-730085101;AIX/BAINS-Archives municipales
730085201;FR-730085201;AIX/BAINS-Ecole de musique
730086201;FR-730086201;AIX LES BAINS-BM Lamartine
730315201;FR-730315201;CHAMBERY-CHS Bassens
730315202;FR-730315202;CHAMBERY-CH Bib. Médicale
730512101;FR-730512101;CHAMBERY -BU Bourget
730512202;FR-730512202;CHAMBERY-Fonds Choppy
730512203;FR-730512203;CHAMBERY-LOCIE
730512301;FR-730512301;CHAMBERY-Arts et Métiers
730652301;FR-730652301;CHAMBERY-INSPE
730654002;FR-730654002;CHAMBERY-Lycée technique Monge
730655101;FR-730655101;CHAMBERY-Archives Dép.
730655102;FR-730655102;CHAMBERY-Musée savoisien
730655202;FR-730655202;CHAMBERY-Conservatoire regional
730655301;FR-730655301;CHAMBERY-Bibl.Diocésaine
730655302;FR-730655302;CHAMBERY-SSHA
730655401;FR-730655401;CHAMBERY-Museum Hist.Naturelle
730656101;FR-730656101;CHAMBERY-Médiathèque Roussea
730656201;FR-730656201;CHAMBERY-Médiath. Brassens
730656301;FR-730656301;CHAMBERY-BDP Savoie
730659901;FR-730659901;SAVOIE-SCD - Bib.électronique
731372101;FR-731372101;CHAMBERY-BU Jacob
731372201;FR-731372201;CHAMBERY-LLS
731372202;FR-731372202;CHAMBERY-CENTRE FAVRE
731716201;FR-731716201;MONTMELIAN-Médaithèque
731796201;FR-731796201;LA MOTTE-SERVOLEX-BM
731815301;FR-731815301;MOUTIERS-Academie Val d'Isère
731876301;FR-731876301;LA LECHERE-BDP Savoie
732025401;FR-732025401;PLANCHERINE-Abbaye de Tamié
732156201;FR-732156201;LA ROCHETTE-BM
732485401;FR-732485401;ST JEAN/MAURIENNE-Rio Tinto Alc.
732486201;FR-732486201;SAINT JEAN/MAURIENNE-BM
732486301;FR-732486301;ST JEAN/MAURIENNE-BDP Savoie-Ann
732866201;FR-732866201;SERRIERES/CHAUTAGNE-BM
740102301;FR-740102301;ANNECY-UCLy BUHDL-Alpes Europe
740105101;FR-740105101;ANNECY-Archives Dép.
740105102;FR-740105102;ANNECY-Bib. Grand séminaire
740105103;FR-740105103;ANNECY-Conservatoire art et hist
740105201;FR-740105201;ANNECY-Musée
740105301;FR-740105301;ANNECY-C. Formation diocésain
740105401;FR-740105401;ANNECY-Académie Florimontane
740105402;FR-740105402;ANNECY-Bib. Acad. salésienne
740106201;FR-740106201;ANNECY-BM
740112101;FR-740112101;ANNECY-BU
740112202;FR-740112202;ANNECY-IREGE
740112204;FR-740112204;ANNECY-LISTIC
740112301;FR-740112301;ANNECY-Lab.Physique particules
740126201;FR-740126201;ANNEMASSE-BM Pierre Goy
740126202;FR-740126202;ANNEMASSE-BM du Perrier
740126203;FR-740126203;ANNEMASSE-BM de Romagny
740126204;FR-740126204;ANNEMASSE-BM La Bulle
740256301;FR-740256301;BALLAISON-BDP Annexe
740422301;FR-740422301;BONNEVILLE-INSPE
740426201;FR-740426201;BONNEVILLE-Bibliothèque
740565101;FR-740565101;CHAMONIX-Ecole nationale de ski
740565301;FR-740565301;CHAMONIX-Amis du Vieux Chamonix
740566201;FR-740566201;CHAMONIX-Médiathèque
740815101;FR-740815101;CLUSES-Bib. Musée Horlogerie
740816201;FR-740816201;CLUSES-Bibliothèque
740936201;FR-740936201;CRAN GREVIER-Méd. La Turbine
741236201;FR-741236201;FAVERGES-BM
741336201;FR-741336201;GAILLARD-BM
741535101;FR-741535101;LUCINGES-Archipel Butor
741736201;FR-741736201;MEGEVE-Médiathèque
742176301;FR-742176301;PRINGY-BDP Haute-Savoie
742245201;FR-742245201;ROCHE/FORON-EPSM Val. de l'Arve
742246201;FR-742246201;ROCHE/FORON-Médiathèque
742256201;FR-742256201;RUMILLY-BM
742435301;FR-742435301;ST JULIEN/GENEVOIS-Salévienne
742566201;FR-742566201;SALLANCHES-BM
742646201;FR-742646201;SCIONZIER-Médiathèque
742686201;FR-742686201;SEYNOD-Mediatheque municipale
742815202;FR-742815202;THONON-INRA-Inst.Limnologie
742815401;FR-742815401;THONON-Académie chablaisienne
742816201;FR-742816201;THONON LES BAINS-BM
750015211;FR-750015211;Paris-C2RMF
751012301;FR-751012301;PARIS-Ecole du Louvre
751015101;FR-751015101;PARIS-Service musées de France
751015102;FR-751015102;PARIS-BIBL. MAD
751015103;FR-751015103;PARIS-Médiathèque musicale
751015104;FR-751015104;PARIS-Bibliotheque cinema
751015105;FR-751015105;PARIS-Bib. des Conservatoires
751015106;FR-751015106;PARIS-Musée Tuileries
751015107;FR-751015107;PARIS-Centre Vivant Denon
751015202;FR-751015202;PARIS-BCMN
751015204;FR-751015204;PARIS-Cour de Cassation
751015205;FR-751015205;PARIS-Cour des Comptes
751015208;FR-751015208;PARIS-Bibl.Chancellerie
751015210;FR-751015210;PARIS-Lab.Rech.Musées France
751015211;FR-751015211;PARIS-Musee Comedie française
751015212;FR-751015212;PARIS-Banque de France
751015213;FR-751015213;PARIS-DLL Centre doc.
751015214;FR-751015214;PARIS-Ambassade USA
751015215;FR-751015215;PARIS-Louvre-Coll. Rothschild
751015301;FR-751015301;PARIS-Bibl.Généalogique
751015405;FR-751015405;PARIS-Sté Bourses françaises
751015406;FR-751015406;PARIS-Fondation Erik Satie
751016202;FR-751016202;PARIS-BM Louvre
751016203;FR-751016203;PARIS-BM Canopée La Fontaine
751021001;FR-751021001;PARIS-BNF-Site Richelieu
751021002;FR-751021002;PARIS-BNF-Monnaies Médailles
751021003;FR-751021003;PARIS-BNF-Musique
751021004;FR-751021004;PARIS-BNF-Cartes & Plans
751021010;FR-751021010;PARIS-BNF-S.Références
751022201;FR-751022201;PARIS-USN-ARIAS-THALIM
751022302;FR-751022302;PARIS-Ecole nat. des chartes
751025101;FR-751025101;PARIS-Centre allemand hist. art
751025102;FR-751025102;PARIS-INP Conservateurs
751025203;FR-751025203;PARIS-Conseil d'Etat
751025205;FR-751025205;PARIS-BNF-Restauration
751025206;FR-751025206;PARIS-INHA
751025207;FR-751025207;PARIS-ITMM
751025301;FR-751025301;PARIS-Assoc.Nat.Prév.Alcoolism
751026201;FR-751026201;PARIS-BM Vivienne
751032201;FR-751032201;PARIS-CNAM-Géotechnique
751032301;FR-751032301;PARIS-CNAM
751032302;FR-751032302;PARIS-Musée Arts & Métiers
751032304;FR-751032304;PARIS-CONTE/CNAM
751032305;FR-751032305;PARIS-INTD/CNAM
751032306;FR-751032306;PARIS-CDFT CNAM
751035102;FR-751035102;PARIS-Musée Judai͏̈sme
751035103;FR-751035103;PARIS-Arch. nat. Topographie
751035104;FR-751035104;PARIS-Musee Picasso
751035105;FR-751035105;PARIS-Arch. nat. Onomastique
751035106;FR-751035106;PARIS-Arch. nat. Bibliothèque
751035202;FR-751035202;PARIS-Inst.Historique Allemand
751035203;FR-751035203;PARIS-Bib. 3ème arr.
751035204;FR-751035204;PARIS-Archives nationales
751035205;FR-751035205;PARIS-Musée Archives nation.
751035401;FR-751035401;PARIS-Musée Chasse et Nature
751036201;FR-751036201;PARIS-BM Portefoin
751036202;FR-751036202;PARIS-BM Marguerite Audoux
751039901;FR-751039901;PARIS-CNAM-Bib. électronique
751041001;FR-751041001;PARIS-BNF-Arts du Spectacle
751041002;FR-751041002;PARIS-BNF-Bibl.Arsenal
751042203;FR-751042203;PARIS1-CHSMI
751042204;FR-751042204;PARIS1-CHT
751042205;FR-751042205;PARIS-BSU-Catalanes
751043001;FR-751043001;PARIS-BPI
751045101;FR-751045101;PARIS-Bibl.Forney
751045102;FR-751045102;PARIS-BHVP
751045103;FR-751045103;PARIS-Rech. Acoustique musique
751045104;FR-751045104;PARIS-Maison europ. de la photo.
751045106;FR-751045106;PARIS-Pavillon de l'Arsenal
751045107;FR-751045107;PARIS-COARC
751045202;FR-751045202;PARIS-Bib. de l'Hôtel de Ville
751045203;FR-751045203;PARIS-Assoc.Régie Théâtral
751045204;FR-751045204;PARIS-Bibliothèque Kandinsky
751045205;FR-751045205;PARIS-Bib. Musée Victor Hugo
751045301;FR-751045301;PARIS-Bibl.Polonaise
751045302;FR-751045302;PARIS-C.Doc Juive Contemporaine
751045401;FR-751045401;PARIS-Academie d'architecture
751045402;FR-751045402;PARIS-Bib.Collège Bernardins
751046201;FR-751046201;PARIS-BM Baudoyer
751046202;FR-751046202;PARIS-BM Isle St Louis
751046203;FR-751046203;PARIS-BM Personnel
751046204;FR-751046204;PARIS-Bureau des bibliothèques
751046401;FR-751046401;PARIS-Bureau des bib. publiques
751052101;FR-751052101;PARIS-BIS Bib. de géographie
751052102;FR-751052102;PARIS-USN-Bib.Sorbonne Nouvelle
751052105;FR-751052105;PARIS-BIS, Fonds général
751052108;FR-751052108;PARIS-BSU-Atrium
751052111;FR-751052111;PARIS-BSU-MIR
751052113;FR-751052113;PARIS-BSU-BCPR
751052114;FR-751052114;PARIS-BSU-Géosciences
751052115;FR-751052115;PARIS-BSG Bib.Nordique
751052116;FR-751052116;PARIS-Bib. Sainte Geneviève
751052118;FR-751052118;PARIS-Collège France-Byzantine
751052119;FR-751052119;PARIS-CUJAS-BU Droit
751052120;FR-751052120;PARIS-SU-UFR de Grec
751052124;FR-751052124;PARIS-BSU-L1
751052129;FR-751052129;PARIS-BSU-Serpente
751052130;FR-751052130;PARIS-BULAC-Fonds slave Sorbonne
751052131;FR-751052131;PARIS1-Bib. Cuzin
751052132;FR-751052132;PARIS1-Lavisse
751052133;FR-751052133;PARIS-Bib. Gernet-Glotz
751052134;FR-751052134;PARIS1-IRBIMMA
751052135;FR-751052135;PARIS1-Halphen
751052137;FR-751052137;PARIS1-CRHNA
751052138;FR-751052138;PARIS1-IHES
751052139;FR-751052139;PARIS1-CRHS
751052140;FR-751052140;PARIS1-CRHECC
751052141;FR-751052141;PARIS1-CHRIC
751052142;FR-751052142;PARIS1-IHRF
751052143;FR-751052143;PARIS1-CRHM
751052144;FR-751052144;PARIS-Bib.Sainte-Barbe
751052149;FR-751052149;PARIS-BULAC Etudes turques
751052153;FR-751052153;PARIS-BSU-BDL
751052154;FR-751052154;PARIS-BIS Réserve
751052201;FR-751052201;PARIS-BULAC-IEI J. Darmesteter
751052202;FR-751052202;PARIS2-IHEI
751052204;FR-751052204;PARIS-BSU-Bataillon
751052205;FR-751052205;PARIS-Ecole Nat.Sup.Chimie Paris
751052207;FR-751052207;PARIS-SU-Physique du Globe IPGP
751052209;FR-751052209;PARIS-SU-Henri Poincaré IHP
751052210;FR-751052210;PARIS-SU-Histoire des religions
751052211;FR-751052211;PARIS-SU-UFR de Latin
751052216;FR-751052216;PARIS-SU-Hautes Energies LPNHE
751052217;FR-751052217;PARIS-SU-Minéralogie IMPMC
751052218;FR-751052218;PARIS-SU-Probas Stats LPSM
751052219;FR-751052219;PARIS-USN-Theatrotheque G. Baty
751052227;FR-751052227;PARIS-SU-UFR Litt. fr. et comp.
751052229;FR-751052229;PARIS2-Lab. Sociologie juridique
751052230;FR-751052230;PARIS2-CERSA
751052231;FR-751052231;PARIS2-Salle de droit public
751052233;FR-751052233;PARIS-BULAC-Fonds finnois
751052235;FR-751052235;PARIS7-LCAO Corée
751052237;FR-751052237;PARIS-ENS-RISC
751052238;FR-751052238;PARIS-SU-UFR Langue française
751052239;FR-751052239;PARIS2-Institut de criminologie
751052240;FR-751052240;PARIS1-CAM
751052241;FR-751052241;PARIS1-CHSPM
751052242;FR-751052242;PARIS1-Nosophi
751052243;FR-751052243;PARIS-SU-CEROC
751052244;FR-751052244;PARIS1-UFR11 Science politique
751052245;FR-751052245;PARIS1-Bib. André TUNC
751052246;FR-751052246;PARIS-SU-UFR d'Anglais
751052247;FR-751052247;PARIS-SU-Papyrologie
751052248;FR-751052248;PARIS-SU-Henri Massé
751052249;FR-751052249;PARIS-SU-Centre Léon Robin
751052250;FR-751052250;PARIS-SU-CRES (Egyptologie)
751052251;FR-751052251;PARIS2-Droit romain
751052252;FR-751052252;PARIS2-Histoire droit compar
751052253;FR-751052253;PARIS-SU-UFR de Philosophie
751052254;FR-751052254;PARIS-Musée Curie
751052255;FR-751052255;PARIS1-Bib. Maurice Agulhon
751052256;FR-751052256;PARIS2-Salle de droit civil
751052257;FR-751052257;PARIS-SU-CIEF
751052259;FR-751052259;PARIS1-CHAC
751052261;FR-751052261;PARIS1-ISOR
751052262;FR-751052262;PARIS2-CRJ
751052263;FR-751052263;PARIS-USN-EM-THALIM
751052264;FR-751052264;PARIS1-IREST
751052302;FR-751052302;PARIS-AgroParisTech Centre Paris
751052304;FR-751052304;PARIS-Museum Hist.Naturelle
751052305;FR-751052305;PARIS-Museum-Bib. d'entomologie
751052306;FR-751052306;PARIS-Museum-Bib. d'ichtyologie
751052308;FR-751052308;PARIS-Museum-Bib. de malacologie
751052309;FR-751052309;PARIS-Museum-Bib. Botanique
751052310;FR-751052310;PARIS-Museum-Bib Paléontologie
